Fiscal Year,Year,Quarter,Month,Date,DCA Entity,License Type Code,License Type,Transaction Code,Application Type,Target Cycle Time Complete Applications,Volume Complete Applications,Cycle Time Complete Applications,Volume Incomplete Applications,Cycle Time Incomplete Applications,Volume Renewal Applications,Cycle Time Renewal Applications,Comment,Website
6/30/2022,2022,Q1,July,7/31/2021,California Board of Behavioral Sciences,2001,Licensed Marriage and Family Therapist,1020,Initial License Application,0,1,1,0,0,0,0,,
6/30/2022,2022,Q1,July,7/31/2021,California Board of Behavioral Sciences,2001,Licensed Marriage and Family Therapist,1021,Initial License Application - Associate,35,306,30,5,48,0,0,,
6/30/2022,2022,Q1,July,7/31/2021,California Board of Behavioral Sciences,2001,Licensed Marriage and Family Therapist,2021,Renewal Application - AMFT,0,0,0,0,0,1052,4,,
6/30/2022,2022,Q1,July,7/31/2021,California Board of Behavioral Sciences,2001,Licensed Marriage and Family Therapist,2020,Renewal Application - LMFT,0,0,0,0,0,1606,1,,
6/30/2022,2022,Q1,July,7/31/2021,California Board of Behavioral Sciences,2001,Licensed Marriage and Family Therapist,3020,Upgrade Application AMFT to LMFT,0,143,7,0,0,0,0,,
6/30/2022,2022,Q1,September,9/30/2021,California Board of Behavioral Sciences,2005,Licensed Professional Clinical Counselor,1010,Exam Application (Law And Ethics),0,86,15,22,148,0,0,,
6/30/2022,2022,Q1,September,9/30/2021,California Board of Behavioral Sciences,2005,Licensed Professional Clinical Counselor,1011,Exam Application (NCMHCE),60,33,17,9,96,0,0,,
6/30/2022,2022,Q1,September,9/30/2021,California Board of Behavioral Sciences,2005,Licensed Professional Clinical Counselor,1020,Initial License Application,0,20,1,0,0,0,0,,
6/30/2022,2022,Q1,September,9/30/2021,California Board of Behavioral Sciences,2005,Licensed Professional Clinical Counselor,1021,Initial License Application - Associate,35,145,37,9,162,0,0,,
6/30/2022,2022,Q1,September,9/30/2021,California Board of Behavioral Sciences,2005,Licensed Professional Clinical Counselor,2021,Renewal Application - APCC,0,0,0,0,0,278,2,,
6/30/2022,2022,Q1,September,9/30/2021,California Board of Behavioral Sciences,2005,Licensed Professional Clinical Counselor,2020,Renewal Application - LPCC,0,0,0,0,0,107,1,,
6/30/2022,2022,Q1,September,9/30/2021,California Board of Behavioral Sciences,2005,Licensed Professional Clinical Counselor,3020,Upgrade Application APCC to LPCC,0,26,16,0,0,0,0,,
6/30/2022,2022,Q1,August,8/31/2021,California Board of Behavioral Sciences,2005,Licensed Professional Clinical Counselor,1010,Exam Application (Law And Ethics),0,94,4,19,127,0,0,,
6/30/2022,2022,Q1,August,8/31/2021,California Board of Behavioral Sciences,2005,Licensed Professional Clinical Counselor,1011,Exam Application (NCMHCE),60,13,12,12,123,0,0,,
6/30/2022,2022,Q1,August,8/31/2021,California Board of Behavioral Sciences,2005,Licensed Professional Clinical Counselor,1020,Initial License Application,0,13,3,0,0,0,0,,
6/30/2022,2022,Q1,August,8/31/2021,California Board of Behavioral Sciences,2005,Licensed Professional Clinical Counselor,1021,Initial License Application - Associate,35,152,39,10,103,0,0,,
6/30/2022,2022,Q1,August,8/31/2021,California Board of Behavioral Sciences,2005,Licensed Professional Clinical Counselor,2021,Renewal Application - APCC,0,0,0,0,0,312,2,,
6/30/2022,2022,Q1,August,8/31/2021,California Board of Behavioral Sciences,2005,Licensed Professional Clinical Counselor,2020,Renewal Application - LPCC,0,0,0,0,0,101,1,,
6/30/2022,2022,Q1,August,8/31/2021,California Board of Behavioral Sciences,2005,Licensed Professional Clinical Counselor,3020,Upgrade Application APCC to LPCC,0,25,23,0,0,0,0,,
6/30/2022,2022,Q1,July,7/31/2021,California Board of Behavioral Sciences,2005,Licensed Professional Clinical Counselor,1010,Exam Application (Law And Ethics),0,82,5,7,158,0,0,,
6/30/2022,2022,Q1,July,7/31/2021,California Board of Behavioral Sciences,2005,Licensed Professional Clinical Counselor,1011,Exam Application (NCMHCE),60,21,16,22,92,0,0,,
6/30/2022,2022,Q1,July,7/31/2021,California Board of Behavioral Sciences,2005,Licensed Professional Clinical Counselor,1020,Initial License Application,0,11,28,0,0,0,0,,
6/30/2022,2022,Q1,July,7/31/2021,California Board of Behavioral Sciences,2005,Licensed Professional Clinical Counselor,1021,Initial License Application - Associate,35,93,37,9,121,0,0,,
6/30/2022,2022,Q1,July,7/31/2021,California Board of Behavioral Sciences,2005,Licensed Professional Clinical Counselor,2021,Renewal Application - APCC,0,0,0,0,0,372,6,,
6/30/2022,2022,Q1,July,7/31/2021,California Board of Behavioral Sciences,2005,Licensed Professional Clinical Counselor,2020,Renewal Application - LPCC,0,0,0,0,0,117,1,,
6/30/2022,2022,Q1,July,7/31/2021,California Board of Behavioral Sciences,2005,Licensed Professional Clinical Counselor,3020,Upgrade Application APCC to LPCC,0,45,26,0,0,0,0,,
6/30/2022,2022,Q1,September,9/30/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Certified General,N/A,Application For Issuance Of License - Initials,90,1,10,0,0,0,0,,
6/30/2022,2022,Q1,September,9/30/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Certified General,N/A,Initial Application – For Examination,90,1,6,1,37,0,0,,
6/30/2022,2022,Q1,September,9/30/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Certified General,N/A,Renewal Application Complete,0,0,0,0,0,75,2,,
6/30/2022,2022,Q1,September,9/30/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Certified General,N/A,Renewal Application Incomplete,0,0,0,0,0,5,14,,
6/30/2022,2022,Q1,August,8/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Certified General,N/A,Application For Issuance Of License - Initials,90,0,0,0,0,0,0,,
6/30/2022,2022,Q1,August,8/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Certified General,N/A,Initial Application – For Examination,90,2,5,1,16,0,0,,
6/30/2022,2022,Q1,August,8/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Certified General,N/A,Renewal Application Complete,0,0,0,0,0,80,3,,
6/30/2022,2022,Q1,August,8/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Certified General,N/A,Renewal Application Incomplete,0,0,0,0,0,6,29,,
6/30/2022,2022,Q1,July,7/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Certified General,N/A,Application For Issuance Of License - Initials,90,0,0,0,0,0,0,,
6/30/2022,2022,Q1,July,7/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Certified General,N/A,Initial Application – For Examination,90,0,0,2,26,0,0,,
6/30/2022,2022,Q1,July,7/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Certified General,N/A,Renewal Application Complete,0,0,0,0,0,74,2,,
6/30/2022,2022,Q1,July,7/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Certified General,N/A,Renewal Application Incomplete,0,0,0,0,0,4,28,,
6/30/2022,2022,Q1,September,9/30/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Certified Residential,N/A,Application For Issuance Of License - Initials,90,2,32,0,0,0,0,,
6/30/2022,2022,Q1,September,9/30/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Certified Residential,N/A,Initial Application – For Examination,90,0,0,4,14,0,0,,
6/30/2022,2022,Q1,September,9/30/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Certified Residential,N/A,Upgrade Application To Certified General - For Examination,90,0,0,1,7,0,0,,
6/30/2022,2022,Q1,September,9/30/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Certified Residential,N/A,Upgrade Application To Certified General - For Issuance Of License,90,0,0,0,0,0,0,,
6/30/2022,2022,Q1,September,9/30/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Certified Residential,N/A,Renewal Application Complete,0,0,0,0,0,164,2,,
6/30/2022,2022,Q1,September,9/30/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Certified Residential,N/A,Renewal Application Incomplete,0,0,0,0,0,3,22,,
6/30/2022,2022,Q1,August,8/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Certified Residential,N/A,Application For Issuance Of License - Initials,90,1,40,0,0,0,0,,
6/30/2022,2022,Q1,August,8/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Certified Residential,N/A,Initial Application – For Examination,90,1,2,4,19,0,0,,
6/30/2022,2022,Q1,August,8/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Certified Residential,N/A,Upgrade Application To Certified General - For Examination,90,0,0,1,7,0,0,,
6/30/2022,2022,Q1,August,8/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Certified Residential,N/A,Upgrade Application To Certified General - For Issuance Of License,90,0,0,0,0,0,0,,
6/30/2022,2022,Q1,August,8/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Certified Residential,N/A,Renewal Application Complete,0,0,0,0,0,209,2,,
6/30/2022,2022,Q1,August,8/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Certified Residential,N/A,Renewal Application Incomplete,0,0,0,0,0,9,25,,
6/30/2022,2022,Q1,July,7/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Certified Residential,N/A,Application For Issuance Of License - Initials,90,1,8,0,0,0,0,,
6/30/2022,2022,Q1,July,7/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Certified Residential,N/A,Initial Application – For Examination,90,2,16,4,43,0,0,,
6/30/2022,2022,Q1,July,7/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Certified Residential,N/A,Upgrade Application To Certified General - For Examination,90,0,0,2,21,0,0,,
6/30/2022,2022,Q1,July,7/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Certified Residential,N/A,Upgrade Application To Certified General - For Issuance Of License,90,0,0,0,0,0,0,,
6/30/2022,2022,Q1,July,7/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Certified Residential,N/A,Renewal Application Complete,0,0,0,0,0,175,2,,
6/30/2022,2022,Q1,July,7/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Certified Residential,N/A,Renewal Application Incomplete,0,0,0,0,0,2,16,,
6/30/2022,2022,Q1,September,9/30/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Residential,N/A,Application For Issuance Of License - Initials,90,2,32,0,0,0,0,,
6/30/2022,2022,Q1,September,9/30/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Residential,N/A,Initial Application – For Examination,90,2,8,2,30,0,0,,
6/30/2022,2022,Q1,September,9/30/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Residential,N/A,Upgrade Application To Certified General - For Examination,90,0,0,1,4,0,0,,
6/30/2022,2022,Q1,September,9/30/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Residential,N/A,Upgrade Application To Certified General - For Issuance Of License,90,0,0,0,0,0,0,,
6/30/2022,2022,Q1,September,9/30/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Residential,N/A,Upgrade Application To Certified Residential - For Examination,90,2,7,1,0,0,0,,
6/30/2022,2022,Q1,September,9/30/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Residential,N/A,Upgrade Application To Certified Residential - For Issuance Of License,90,1,22,1,21,0,0,,
6/30/2022,2022,Q1,September,9/30/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Residential,N/A,Renewal Application Complete,0,0,0,0,0,22,2,,
6/30/2022,2022,Q1,September,9/30/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Residential,N/A,Renewal Application Incomplete,0,0,0,0,0,0,0,,
6/30/2022,2022,Q1,August,8/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Residential,N/A,Application For Issuance Of License - Initials,90,1,36,0,0,0,0,,
6/30/2022,2022,Q1,August,8/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Residential,N/A,Initial Application – For Examination,90,1,2,3,33,0,0,,
6/30/2022,2022,Q1,August,8/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Residential,N/A,Upgrade Application To Certified General - For Examination,90,0,0,0,0,0,0,,
6/30/2022,2022,Q1,August,8/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Residential,N/A,Upgrade Application To Certified General - For Issuance Of License,90,0,0,0,0,0,0,,
6/30/2022,2022,Q1,August,8/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Residential,N/A,Upgrade Application To Certified Residential - For Examination,90,2,7,1,26,0,0,,
6/30/2022,2022,Q1,August,8/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Residential,N/A,Upgrade Application To Certified Residential - For Issuance Of License,90,1,41,0,0,0,0,,
6/30/2022,2022,Q1,August,8/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Residential,N/A,Renewal Application Complete,0,0,0,0,0,28,2,,
6/30/2022,2022,Q1,August,8/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Residential,N/A,Renewal Application Incomplete,0,0,0,0,0,1,16,,
6/30/2022,2022,Q1,July,7/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Residential,N/A,Application For Issuance Of License - Initials,90,0,0,0,0,0,0,,
6/30/2022,2022,Q1,July,7/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Residential,N/A,Initial Application – For Examination,90,2,7,6,24,0,0,,
6/30/2022,2022,Q1,July,7/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Residential,N/A,Upgrade Application To Certified General - For Examination,90,0,0,0,0,0,0,,
6/30/2022,2022,Q1,July,7/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Residential,N/A,Upgrade Application To Certified General - For Issuance Of License,90,0,0,0,0,0,0,,
6/30/2022,2022,Q1,July,7/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Residential,N/A,Upgrade Application To Certified Residential - For Examination,90,1,3,5,14,0,0,,
6/30/2022,2022,Q1,July,7/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Residential,N/A,Upgrade Application To Certified Residential - For Issuance Of License,90,0,0,0,0,0,0,,
6/30/2022,2022,Q1,July,7/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Residential,N/A,Renewal Application Complete,0,0,0,0,0,33,2,,
6/30/2022,2022,Q1,July,7/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Residential,N/A,Renewal Application Incomplete,0,0,0,0,0,1,25,,
6/30/2022,2022,Q1,September,9/30/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Trainee,N/A,Application For Issuance Of License - Initials,90,15,8,7,19,0,0,Initial Trainee applications are counted from date of receipt to issuance.,
6/30/2022,2022,Q1,September,9/30/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Trainee,N/A,Initial Application - For Examination,0,0,0,0,0,0,0,Trainee applicants do not take an examination.,
6/30/2022,2022,Q1,September,9/30/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Trainee,N/A,Upgrade Application To Certified General - For Examination,90,0,0,2,30,0,0,,
6/30/2022,2022,Q1,September,9/30/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Trainee,N/A,Upgrade Application To Certified General - For Issuance Of License,90,0,0,0,0,0,0,,
6/30/2022,2022,Q1,September,9/30/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Trainee,N/A,Upgrade Application To Certified Residential - For Examination,90,0,0,1,40,0,0,,
6/30/2022,2022,Q1,September,9/30/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Trainee,N/A,Upgrade Application To Certified Residential - For Issuance Of License,90,2,27,0,0,0,0,,
6/30/2022,2022,Q1,September,9/30/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Trainee,N/A,Upgrade Application To Residential - For Examination,90,1,5,5,22,0,0,,
6/30/2022,2022,Q1,September,9/30/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Trainee,N/A,Upgrade Application To Residential - For Issuance Of License,90,0,0,0,0,0,0,,
6/30/2022,2022,Q1,September,9/30/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Trainee,N/A,Renewal Application Complete,0,0,0,0,0,10,2,,
6/30/2022,2022,Q1,September,9/30/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Trainee,N/A,Renewal Application Incomplete,0,0,0,0,0,2,15,,
6/30/2022,2022,Q1,August,8/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Trainee,N/A,Application For Issuance Of License - Initials,90,13,5,7,22,0,0,Initial Trainee applications are counted from date of receipt to issuance.,
6/30/2022,2022,Q1,August,8/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Trainee,N/A,Initial Application - For Examination,0,0,0,0,0,0,0,Trainee applicants do not take an examination.,
6/30/2022,2022,Q1,August,8/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Trainee,N/A,Upgrade Application To Certified General - For Examination,90,0,0,2,34,0,0,,
6/30/2022,2022,Q1,August,8/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Trainee,N/A,Upgrade Application To Certified General - For Issuance Of License,90,0,0,0,0,0,0,,
6/30/2022,2022,Q1,August,8/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Trainee,N/A,Upgrade Application To Certified Residential - For Examination,90,0,0,3,25,0,0,,
6/30/2022,2022,Q1,August,8/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Trainee,N/A,Upgrade Application To Certified Residential - For Issuance Of License,90,0,0,0,0,0,0,,
6/30/2022,2022,Q1,August,8/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Trainee,N/A,Upgrade Application To Residential - For Examination,90,0,0,1,14,0,0,,
6/30/2022,2022,Q1,August,8/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Trainee,N/A,Upgrade Application To Residential - For Issuance Of License,90,0,0,0,0,0,0,,
6/30/2022,2022,Q1,August,8/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Trainee,N/A,Renewal Application Complete,0,0,0,0,0,7,1,,
6/30/2022,2022,Q1,August,8/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Trainee,N/A,Renewal Application Incomplete,0,0,0,0,0,2,30,,
6/30/2022,2022,Q1,July,7/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Trainee,N/A,Application For Issuance Of License - Initials,90,13,18,15,21,0,0,Initial Trainee applications are counted from date of receipt to issuance.,
6/30/2022,2022,Q1,July,7/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Trainee,N/A,Initial Application - For Examination,0,0,0,0,0,0,0,Trainee applicants do not take an examination.,
6/30/2022,2022,Q1,July,7/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Trainee,N/A,Upgrade Application To Certified General - For Examination,90,0,0,2,25,0,0,,
6/30/2022,2022,Q1,July,7/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Trainee,N/A,Upgrade Application To Certified General - For Issuance Of License,90,0,0,0,0,0,0,,
6/30/2022,2022,Q1,July,7/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Trainee,N/A,Upgrade Application To Certified Residential - For Examination,90,0,0,4,29,0,0,,
6/30/2022,2022,Q1,July,7/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Trainee,N/A,Upgrade Application To Certified Residential - For Issuance Of License,90,0,0,0,0,0,0,,
6/30/2022,2022,Q1,July,7/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Trainee,N/A,Upgrade Application To Residential - For Examination,90,1,8,3,31,0,0,,
6/30/2022,2022,Q1,July,7/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Trainee,N/A,Upgrade Application To Residential - For Issuance Of License,90,0,0,0,0,0,0,,
6/30/2022,2022,Q1,July,7/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Trainee,N/A,Renewal Application Complete,0,0,0,0,0,7,2,,
6/30/2022,2022,Q1,July,7/31/2021,California Bureau of Real Estate Appraisers,N/A,Real Estate Appraiser - Trainee,N/A,Renewal Application Incomplete,0,0,0,0,0,1,1,,
6/30/2022,2022,Q1,September,9/30/2021,California State Board of Optometry,4204,Fictitious Name Permit,1020,Issue License,30,7,139,2,78,0,0,,
6/30/2022,2022,Q1,September,9/30/2021,California State Board of Optometry,4204,Fictitious Name Permit,2020,Renewal Application,0,0,0,0,0,1,1,,
6/30/2022,2022,Q1,August,8/31/2021,California State Board of Optometry,4204,Fictitious Name Permit,1020,Issue License,30,2,92,4,189,0,0,,
6/30/2022,2022,Q1,August,8/31/2021,California State Board of Optometry,4204,Fictitious Name Permit,2020,Renewal Application,0,0,0,0,0,4,1,,
6/30/2022,2022,Q1,July,7/31/2021,California State Board of Optometry,4204,Fictitious Name Permit,1020,Issue License,30,1,6,0,0,0,0,,
6/30/2022,2022,Q1,July,7/31/2021,California State Board of Optometry,4204,Fictitious Name Permit,2020,Renewal Application,0,0,0,0,0,7,1,,
6/30/2022,2022,Q1,September,9/30/2021,California State Board of Optometry,4208,Nonresident Contact Lens Seller,2020,Renewal Application,0,0,0,0,0,1,1,,
6/30/2022,2022,Q1,August,8/31/2021,California State Board of Optometry,4208,Nonresident Contact Lens Seller,1020,Initial Application,60,0,0,1,246,0,0,,
6/30/2022,2022,Q1,August,8/31/2021,California State Board of Optometry,4208,Nonresident Contact Lens Seller,2020,Renewal Application,0,0,0,0,0,2,142,,
6/30/2022,2022,Q1,September,9/30/2021,California State Board of Optometry,4201,Optometrist,1020,Initial License,90,18,104,58,109,0,0,,
6/30/2022,2022,Q1,September,9/30/2021,California State Board of Optometry,4201,Optometrist,2020,Renewal Application,0,0,0,0,0,279,4,,
6/30/2022,2022,Q1,August,8/31/2021,California State Board of Optometry,4201,Optometrist,1020,Initial License,90,18,85,40,103,0,0,,
6/30/2022,2022,Q1,August,8/31/2021,California State Board of Optometry,4201,Optometrist,2020,Renewal Application,0,0,0,0,0,369,5,,
6/30/2022,2022,Q1,July,7/31/2021,California State Board of Optometry,4201,Optometrist,1020,Initial License,90,19,81,40,113,0,0,,
6/30/2022,2022,Q1,July,7/31/2021,California State Board of Optometry,4201,Optometrist,2020,Renewal Application,0,0,0,0,0,347,1,,
6/30/2022,2022,Q1,September,9/30/2021,California State Board of Optometry,4207,Registered Contact Lens Dispenser,1020,Initial Application,30,8,57,0,0,0,0,,
6/30/2022,2022,Q1,September,9/30/2021,California State Board of Optometry,4207,Registered Contact Lens Dispenser,2020,Renewal Application,0,0,0,0,0,22,9,,
6/30/2022,2022,Q1,August,8/31/2021,California State Board of Optometry,4207,Registered Contact Lens Dispenser,1020,Initial Application,30,12,60,6,261,0,0,,
6/30/2022,2022,Q1,August,8/31/2021,California State Board of Optometry,4207,Registered Contact Lens Dispenser,2020,Renewal Application,0,0,0,0,0,35,2,,
6/30/2022,2022,Q1,July,7/31/2021,California State Board of Optometry,4207,Registered Contact Lens Dispenser,1020,Initial Application,30,5,58,0,0,0,0,,
6/30/2022,2022,Q1,July,7/31/2021,California State Board of Optometry,4207,Registered Contact Lens Dispenser,2020,Renewal Application,0,0,0,0,0,45,15,,
6/30/2022,2022,Q1,September,9/30/2021,California State Board of Optometry,4205,Registered Dispensing Optician,1020,Initial Application,60,1,58,1,65,0,0,,
6/30/2022,2022,Q1,September,9/30/2021,California State Board of Optometry,4205,Registered Dispensing Optician,2020,Renewal Application,0,0,0,0,0,38,1,,
6/30/2022,2022,Q1,August,8/31/2021,California State Board of Optometry,4205,Registered Dispensing Optician,1020,Initial Application,60,3,75,22,164,0,0,,
6/30/2022,2022,Q1,August,8/31/2021,California State Board of Optometry,4205,Registered Dispensing Optician,2020,Renewal Application,0,0,0,0,0,59,11,,
6/30/2022,2022,Q1,July,7/31/2021,California State Board of Optometry,4205,Registered Dispensing Optician,2020,Renewal Application,0,0,0,0,0,65,44,,
6/30/2022,2022,Q1,September,9/30/2021,California State Board of Optometry,4206,Registered Spectacle Lens Dispenser,1020,Initial Application,30,11,56,12,110,0,0,,
6/30/2022,2022,Q1,September,9/30/2021,California State Board of Optometry,4206,Registered Spectacle Lens Dispenser,2020,Renewal Application,0,0,0,0,0,85,1,,
6/30/2022,2022,Q1,August,8/31/2021,California State Board of Optometry,4206,Registered Spectacle Lens Dispenser,1020,Initial Application,30,17,57,16,189,0,0,,
6/30/2022,2022,Q1,August,8/31/2021,California State Board of Optometry,4206,Registered Spectacle Lens Dispenser,2020,Renewal Application,0,0,0,0,0,91,4,,
6/30/2022,2022,Q1,July,7/31/2021,California State Board of Optometry,4206,Registered Spectacle Lens Dispenser,1020,Initial Application,30,17,60,2,173,0,0,,
6/30/2022,2022,Q1,July,7/31/2021,California State Board of Optometry,4206,Registered Spectacle Lens Dispenser,2020,Renewal Application,0,0,0,0,0,121,3,,
6/30/2022,2022,Q1,September,9/30/2021,California State Board of Optometry,4203,Statement of Licensure,1020,Issue License,30,27,1,0,0,0,0,,
6/30/2022,2022,Q1,September,9/30/2021,California State Board of Optometry,4203,Statement of Licensure,2020,Renewal Application,0,0,0,0,0,44,3,,
6/30/2022,2022,Q1,August,8/31/2021,California State Board of Optometry,4203,Statement of Licensure,1020,Issue License,30,23,1,0,0,0,0,,
6/30/2022,2022,Q1,August,8/31/2021,California State Board of Optometry,4203,Statement of Licensure,2020,Renewal Application,0,0,0,0,0,62,2,,
6/30/2022,2022,Q1,July,7/31/2021,California State Board of Optometry,4203,Statement of Licensure,1020,Issue License,30,32,1,0,0,0,0,,
6/30/2022,2022,Q1,July,7/31/2021,California State Board of Optometry,4203,Statement of Licensure,2020,Renewal Application,0,0,0,0,0,66,1,,
6/30/2022,2022,Q1,September,9/30/2021,California State Board of Pharmacy,APH,Advanced Practice Pharmacist,N/A,Advanced Practice Pharmacist Application,30,0,0,5,368,0,0,,
6/30/2022,2022,Q1,September,9/30/2021,California State Board of Pharmacy,APH,Advanced Practice Pharmacist,Renewal Application Complete,Renewal Application Complete,0,0,0,0,0,35,3,,
6/30/2022,2022,Q1,September,9/30/2021,California State Board of Pharmacy,APH,Advanced Practice Pharmacist,Renewal Application Incomplete,Renewal Application Incomplete,0,0,0,0,0,5,129,,
6/30/2022,2022,Q1,August,8/31/2021,California State Board of Pharmacy,APH,Advanced Practice Pharmacist,N/A,Advanced Practice Pharmacist Application,30,0,0,17,228,0,0,,
6/30/2022,2022,Q1,August,8/31/2021,California State Board of Pharmacy,APH,Advanced Practice Pharmacist,Renewal Application Complete,Renewal Application Complete,0,0,0,0,0,32,3,,
6/30/2022,2022,Q1,August,8/31/2021,California State Board of Pharmacy,APH,Advanced Practice Pharmacist,Renewal Application Incomplete,Renewal Application Incomplete,0,0,0,0,0,1,20,,
6/30/2022,2022,Q1,July,7/31/2021,California State Board of Pharmacy,APH,Advanced Practice Pharmacist,N/A,Advanced Practice Pharmacist Application,30,0,0,0,0,0,0,,
